Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,3689.54,наличный,Витебск,Приорбанк-UZVB-834,14-01-2010,01:41:10,неправильный ввод пин-кода,да,353.71
физ. лицо,списание средств,4891.65,наличный,Минск,Приорбанк-CKMO-182,05-02-2021,11:20:23,успешно,нет,0.0
физ. лицо,списание средств,1904.15,наличный,Гродно,МаксБанк-SLDP-093,24-08-2007,04:37:25,недостаточно средств,да,122.74
физ. лицо,получение средств,3117.09,наличный,Брест,Приорбанк-WDKG-833,13-09-2010,13:52:27,успешно,нет,0.0
физ. лицо,списание средств,2278.74,наличный,Гродно,Приорбанк-WQDF-652,17-02-2003,19:25:43,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1358.03,безналичный,Минск,Белинвестбанк-IZUE-971,26-02-2006,20:12:57,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,904.92,безналичный,Брест,МаксБанк-WFLT-373,31-10-2021,02:42:15,успешно,нет,0.0
физ. лицо,получение средств,2164.56,безналичный,Гомель,МаксБанк-HDYR-315,24-10-2005,01:33:11,успешно,нет,0.0
физ. лицо,списание средств,4374.02,наличный,Гомель,Беларусбанк-VUQY-967,03-05-2012,12:36:26,недостаточно средств,да,45.22
физ. лицо,списание средств,3682.61,наличный,Могилев,БелАгропромбанк-ZQUB-166,08-03-2017,11:21:24,неправильный ввод пин-кода,да,355.26
физ. лицо,получение средств,3788.99,безналичный,Гродно,МаксБанк-AYBK-023,19-03-2001,11:28:47,успешно,нет,0.0
физ. лицо,списание средств,1806.81,наличный,Минск,Приорбанк-MKVQ-576,12-07-2021,23:23:20,недостаточно средств,да,98.56
физ. лицо,получение средств,2973.59,наличный,Гомель,Беларусбанк-WNPA-185,19-02-2024,19:32:04,успешно,нет,0.0
физ. лицо,получение средств,4512.42,наличный,Минск,БелАгропромбанк-DYHQ-566,23-05-2006,02:46:15,успешно,нет,0.0
физ. лицо,списание средств,422.54,безналичный,Гродно,БелАгропромбанк-JHXY-965,14-11-2015,13:35:26,успешно,нет,0.0
физ. лицо,получение средств,3802.66,наличный,Могилев,Беларусбанк-WDPH-814,12-11-2002,23:46:55,успешно,нет,0.0
физ. лицо,получение средств,596.32,безналичный,Витебск,МаксБанк-ASKH-532,24-05-2006,15:35:58,успешно,нет,0.0
физ. лицо,получение средств,2350.32,наличный,Гомель,БелАгропромбанк-WRXP-027,18-04-2008,07:27:37,успешно,нет,0.0
физ. лицо,списание средств,1139.7,безналичный,Гомель,МаксБанк-RRCX-559,16-06-2019,08:52:52,успешно,нет,0.0
физ. лицо,списание средств,965.45,наличный,Гомель,БелАгропромбанк-IZVI-172,03-11-2002,05:42:37,успешно,да,10.63
физ. лицо,получение средств,1377.34,наличный,Витебск,МаксБанк-BBJI-195,02-07-2010,05:08:42,успешно,нет,0.0
физ. лицо,получение средств,3910.63,безналичный,Брест,Беларусбанк-JGFV-131,13-09-2021,17:00:55,успешно,нет,0.0
физ. лицо,списание средств,4661.36,наличный,Гродно,МаксБанк-HKSZ-327,20-02-2010,11:15:29,недостаточно средств,да,328.71
физ. лицо,получение средств,1857.14,безналичный,Брест,БелАгропромбанк-SXNE-165,25-11-2000,05:01:41,успешно,нет,0.0
физ. лицо,списание средств,2378.77,безналичный,Гомель,МаксБанк-FHCI-618,14-02-2007,22:29:12,недостаточно средств,нет,0.0
физ. лицо,получение средств,2832.64,безналичный,Гродно,Белинвестбанк-QANW-214,21-01-2022,16:56:38,успешно,нет,0.0
физ. лицо,списание средств,1566.7,безналичный,Могилев,БелАгропромбанк-UJCL-658,25-03-2003,08:13:57,недостаточно средств,да,141.46
физ. лицо,получение средств,4602.93,наличный,Минск,МаксБанк-ODXZ-816,06-07-2008,19:45:06,успешно,нет,0.0
физ. лицо,списание средств,4193.86,безналичный,Могилев,БелАгропромбанк-GLDZ-064,02-03-2008,21:47:45,недостаточно средств,да,261.37
физ. лицо,получение средств,1937.67,наличный,Могилев,Приорбанк-XMZM-969,16-08-2005,05:56:14,успешно,нет,0.0
физ. лицо,списание средств,1723.75,наличный,Витебск,Беларусбанк-VWGS-621,25-12-2024,03:22:11,неправильный ввод пин-кода,да,98.21
физ. лицо,получение средств,4673.4,наличный,Минск,Беларусбанк-BJCX-849,11-08-2006,08:28:59,успешно,нет,0.0
физ. лицо,списание средств,3728.64,наличный,Минск,Приорбанк-TDVW-007,05-02-2000,17:18:55,недостаточно средств,нет,0.0
физ. лицо,списание средств,4130.97,безналичный,Брест,МаксБанк-DCDJ-205,02-08-2017,05:19:40,недостаточно средств,да,386.03
физ. лицо,списание средств,4702.59,безналичный,Гомель,БелАгропромбанк-FAKL-087,24-05-2013,04:30:18,успешно,да,98.29
физ. лицо,получение средств,2659.4,наличный,Витебск,Приорбанк-JKJH-020,07-11-2016,22:34:03,успешно,нет,0.0
физ. лицо,получение средств,3124.11,наличный,Минск,БелАгропромбанк-ENVZ-306,12-11-2022,05:40:11,успешно,нет,0.0
физ. лицо,получение средств,3046.63,безналичный,Гомель,МаксБанк-ERQD-784,29-12-2021,07:48:42,успешно,нет,0.0
физ. лицо,списание средств,2146.59,наличный,Гродно,БелАгропромбанк-DNNS-920,10-05-2016,19:18:11,успешно,нет,0.0
физ. лицо,списание средств,2010.4,безналичный,Брест,Беларусбанк-XDCL-126,25-07-2003,15:49:04,недостаточно средств,да,98.16
физ. лицо,получение средств,247.72,наличный,Брест,Белинвестбанк-JUTB-666,18-12-2003,00:58:19,успешно,нет,0.0
физ. лицо,получение средств,2860.95,безналичный,Могилев,Белинвестбанк-YRZU-796,18-05-2003,01:30:25,успешно,нет,0.0
физ. лицо,списание средств,955.69,безналичный,Гомель,Приорбанк-AIFA-217,30-11-2011,07:51:02,успешно,нет,0.0
физ. лицо,списание средств,117.28,безналичный,Минск,МаксБанк-WCDP-724,18-07-2012,20:55:02,неправильный ввод пин-кода,да,5.56
физ. лицо,списание средств,3205.46,безналичный,Витебск,МаксБанк-ZXAB-184,15-08-2011,13:06:35,недостаточно средств,нет,0.0
физ. лицо,получение средств,3936.96,наличный,Брест,БелАгропромбанк-JJAJ-584,04-07-2011,01:36:52,успешно,нет,0.0
физ. лицо,получение средств,1679.32,безналичный,Гомель,Беларусбанк-XFUA-077,30-05-2002,21:31:51,успешно,нет,0.0
физ. лицо,списание средств,110.01,наличный,Гомель,Белинвестбанк-NARM-174,27-06-2005,07:45:07,неправильный ввод пин-кода,да,10.35
физ. лицо,списание средств,3087.07,безналичный,Минск,БелАгропромбанк-ODTC-133,14-03-2004,03:16:15,недостаточно средств,да,149.41
физ. лицо,списание средств,2390.72,наличный,Гродно,МаксБанк-XUSR-747,07-08-2000,07:37:57,неправильный ввод пин-кода,да,98.11
физ. лицо,получение средств,1784.67,безналичный,Минск,МаксБанк-GGBC-004,14-11-2007,15:25:01,успешно,нет,0.0
физ. лицо,списание средств,3650.09,безналичный,Минск,БелАгропромбанк-NOKO-761,04-09-2022,17:47:42,неправильный ввод пин-кода,да,120.78
физ. лицо,получение средств,2558.46,безналичный,Могилев,Приорбанк-KZDR-445,23-10-2011,00:40:35,успешно,нет,0.0
физ. лицо,получение средств,3890.89,наличный,Могилев,Приорбанк-BJHT-930,01-04-2022,06:37:58,успешно,нет,0.0
физ. лицо,получение средств,780.78,безналичный,Минск,Приорбанк-HBCG-764,08-12-2016,21:16:46,успешно,нет,0.0
физ. лицо,получение средств,3434.96,наличный,Гомель,Приорбанк-MCFS-171,26-06-2013,00:53:59,успешно,нет,0.0
физ. лицо,списание средств,2915.3,наличный,Брест,Приорбанк-UJQW-380,07-12-2014,13:45:37,недостаточно средств,нет,0.0
физ. лицо,списание средств,870.92,безналичный,Гродно,Белинвестбанк-LOXI-497,07-04-2001,09:17:33,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,681.89,безналичный,Гродно,Приорбанк-OQCW-856,20-08-2018,21:41:52,неправильный ввод пин-кода,да,67.39
физ. лицо,списание средств,67.64,безналичный,Минск,Белинвестбанк-XEGG-159,18-07-2024,23:09:25,недостаточно средств,нет,0.0
физ. лицо,списание средств,3762.06,безналичный,Гомель,МаксБанк-WVNL-660,29-04-2021,21:12:48,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2813.1,наличный,Витебск,БелАгропромбанк-WYOO-080,30-05-2001,23:11:21,недостаточно средств,да,38.47
физ. лицо,списание средств,4847.53,безналичный,Гомель,Беларусбанк-ANCZ-946,05-03-2017,05:42:34,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2095.18,наличный,Брест,Беларусбанк-XGHE-106,16-04-2010,01:29:36,недостаточно средств,нет,0.0
физ. лицо,получение средств,4668.4,наличный,Минск,Белинвестбанк-EJCU-407,31-12-2022,13:17:05,успешно,нет,0.0
физ. лицо,списание средств,1817.09,безналичный,Гомель,Приорбанк-IVKM-716,09-12-2017,15:48:03,недостаточно средств,нет,0.0
физ. лицо,получение средств,833.42,безналичный,Гродно,МаксБанк-LOZN-642,01-02-2024,07:29:20,успешно,нет,0.0
физ. лицо,получение средств,4812.45,безналичный,Гродно,Белинвестбанк-AZUE-224,25-04-2017,11:12:56,успешно,нет,0.0
физ. лицо,получение средств,1444.85,безналичный,Брест,МаксБанк-SOZY-227,20-04-2004,02:18:58,успешно,нет,0.0
физ. лицо,получение средств,1727.75,безналичный,Брест,БелАгропромбанк-FXEH-242,21-01-2013,11:47:21,успешно,нет,0.0
физ. лицо,списание средств,3128.26,наличный,Гомель,Белинвестбанк-QRHU-489,03-02-2004,19:24:16,успешно,да,265.11
физ. лицо,списание средств,3150.66,наличный,Минск,БелАгропромбанк-GSVB-999,12-09-2017,13:21:23,недостаточно средств,да,168.96
физ. лицо,списание средств,443.4,наличный,Брест,Белинвестбанк-GRCO-578,03-07-2009,07:15:36,недостаточно средств,нет,0.0
физ. лицо,списание средств,2840.68,наличный,Минск,Беларусбанк-GYMW-394,11-12-2004,19:12:22,недостаточно средств,да,238.18
физ. лицо,получение средств,4312.51,наличный,Витебск,Беларусбанк-CHHO-510,05-07-2020,16:05:24,успешно,нет,0.0
физ. лицо,списание средств,1278.85,наличный,Витебск,МаксБанк-UEBH-536,26-01-2016,18:59:01,неправильный ввод пин-кода,да,105.43
физ. лицо,списание средств,1671.34,наличный,Могилев,Беларусбанк-GWLP-844,05-05-2019,06:24:19,неправильный ввод пин-кода,да,57.97
физ. лицо,списание средств,928.14,безналичный,Гомель,Белинвестбанк-EZGU-332,20-12-2015,15:04:12,успешно,нет,0.0
физ. лицо,получение средств,4604.87,безналичный,Могилев,Приорбанк-VOAQ-205,26-10-2022,19:25:32,успешно,нет,0.0
физ. лицо,получение средств,1890.55,наличный,Гомель,Белинвестбанк-GNCN-504,17-09-2013,23:36:10,успешно,нет,0.0
физ. лицо,списание средств,4150.92,наличный,Гомель,МаксБанк-SPXO-583,26-03-2022,06:31:32,недостаточно средств,нет,0.0
физ. лицо,получение средств,4879.28,безналичный,Гродно,Белинвестбанк-KCMD-378,02-03-2014,04:23:26,успешно,нет,0.0
физ. лицо,списание средств,3064.21,безналичный,Витебск,БелАгропромбанк-QQUV-582,23-06-2018,07:11:20,успешно,да,128.63
физ. лицо,списание средств,2036.61,наличный,Минск,БелАгропромбанк-OQUD-236,23-09-2024,17:50:28,недостаточно средств,нет,0.0
физ. лицо,списание средств,4106.8,безналичный,Минск,БелАгропромбанк-EJTX-732,26-08-2012,15:01:14,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3129.26,безналичный,Гомель,Приорбанк-BQQH-053,16-07-2008,12:47:22,успешно,нет,0.0
физ. лицо,списание средств,1857.33,наличный,Брест,Беларусбанк-UDUD-106,15-07-2006,03:01:56,неправильный ввод пин-кода,да,29.97
физ. лицо,получение средств,2021.81,наличный,Гродно,БелАгропромбанк-VDNA-799,28-03-2016,03:59:34,успешно,нет,0.0
физ. лицо,списание средств,91.86,безналичный,Минск,Белинвестбанк-WMBC-234,09-11-2012,22:57:44,успешно,да,3.84
физ. лицо,получение средств,4711.77,наличный,Гомель,Белинвестбанк-XSZH-552,11-02-2024,06:12:46,успешно,нет,0.0
физ. лицо,списание средств,1716.57,наличный,Гродно,Приорбанк-ZHIO-334,11-11-2016,14:25:27,недостаточно средств,да,153.65
физ. лицо,получение средств,1450.66,безналичный,Минск,МаксБанк-CFCQ-927,21-12-2017,02:05:43,успешно,нет,0.0
физ. лицо,получение средств,1221.5,безналичный,Гродно,Белинвестбанк-AMLU-698,21-09-2010,08:37:50,успешно,нет,0.0
физ. лицо,списание средств,3728.28,наличный,Витебск,Белинвестбанк-UCZX-278,21-11-2008,16:38:52,недостаточно средств,да,182.48
физ. лицо,списание средств,1646.23,безналичный,Брест,БелАгропромбанк-EVMF-051,29-08-2021,16:49:40,успешно,нет,0.0
физ. лицо,списание средств,2698.52,наличный,Минск,БелАгропромбанк-GWDQ-408,06-12-2002,11:50:04,недостаточно средств,да,232.65
физ. лицо,получение средств,4808.05,безналичный,Минск,Белинвестбанк-CFNE-843,11-05-2012,14:22:10,успешно,нет,0.0
физ. лицо,получение средств,3668.06,безналичный,Гродно,БелАгропромбанк-IGOR-709,17-02-2017,05:06:45,успешно,нет,0.0
физ. лицо,получение средств,3770.24,наличный,Гомель,МаксБанк-MKIU-114,14-07-2008,14:17:00,успешно,нет,0.0
физ. лицо,списание средств,140.44,наличный,Гродно,Приорбанк-RRJK-530,25-07-2007,02:41:56,неправильный ввод пин-кода,да,2.23
физ. лицо,получение средств,901.7,наличный,Витебск,Белинвестбанк-OEBF-738,05-02-2005,05:31:23,успешно,нет,0.0
физ. лицо,получение средств,2659.49,наличный,Гомель,Приорбанк-ZNZZ-345,06-11-2000,09:09:37,успешно,нет,0.0
физ. лицо,списание средств,2463.87,наличный,Гомель,Приорбанк-BCIK-242,18-07-2017,11:59:38,неправильный ввод пин-кода,да,208.79
физ. лицо,списание средств,4871.05,безналичный,Гродно,МаксБанк-IZZI-938,26-07-2010,04:28:23,недостаточно средств,нет,0.0
физ. лицо,получение средств,380.02,наличный,Минск,Приорбанк-GDQG-503,03-07-2017,03:07:33,успешно,нет,0.0
физ. лицо,получение средств,1980.91,безналичный,Гродно,Белинвестбанк-WYBZ-762,18-04-2018,01:08:54,успешно,нет,0.0
физ. лицо,получение средств,1821.63,безналичный,Брест,Приорбанк-DDHF-845,15-07-2004,17:30:48,успешно,нет,0.0
физ. лицо,списание средств,3614.73,безналичный,Витебск,Приорбанк-GQPY-378,25-01-2010,08:50:23,недостаточно средств,да,79.29
физ. лицо,списание средств,4777.98,безналичный,Гродно,Белинвестбанк-JRIO-594,24-09-2021,02:07:41,успешно,да,78.62
физ. лицо,получение средств,1666.12,безналичный,Гомель,Белинвестбанк-OTBS-506,11-02-2020,22:20:12,успешно,нет,0.0
физ. лицо,списание средств,1710.73,безналичный,Гродно,Белинвестбанк-YXKT-473,27-10-2000,05:22:52,успешно,нет,0.0
физ. лицо,списание средств,3805.15,безналичный,Гродно,БелАгропромбанк-EQZO-518,28-07-2019,17:59:10,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,281.06,безналичный,Брест,МаксБанк-WIJM-090,06-04-2020,06:18:56,успешно,нет,0.0
физ. лицо,списание средств,3689.83,безналичный,Гродно,Белинвестбанк-WLWC-878,18-09-2010,21:05:03,недостаточно средств,да,141.91
физ. лицо,получение средств,374.12,наличный,Гомель,Приорбанк-YHXU-899,09-04-2020,22:25:44,успешно,нет,0.0
физ. лицо,списание средств,3877.74,безналичный,Витебск,Беларусбанк-PWHZ-532,25-02-2013,20:49:51,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,224.54,безналичный,Могилев,БелАгропромбанк-KLBM-874,09-10-2006,15:46:11,успешно,нет,0.0
физ. лицо,получение средств,4186.97,безналичный,Минск,Белинвестбанк-EBGP-215,25-09-2010,14:39:21,успешно,нет,0.0
физ. лицо,списание средств,1338.82,безналичный,Брест,МаксБанк-BCYV-703,02-02-2011,00:40:24,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3474.67,безналичный,Гомель,Белинвестбанк-AFRM-740,09-07-2009,05:18:41,недостаточно средств,нет,0.0
физ. лицо,получение средств,1757.82,наличный,Гомель,Приорбанк-XXHU-734,08-10-2017,19:40:35,успешно,нет,0.0
физ. лицо,получение средств,793.71,безналичный,Могилев,МаксБанк-FPMO-806,21-12-2018,05:49:16,успешно,нет,0.0
физ. лицо,списание средств,4528.54,безналичный,Могилев,БелАгропромбанк-EZAO-407,29-05-2011,10:47:19,неправильный ввод пин-кода,да,295.49
физ. лицо,списание средств,216.77,наличный,Брест,Приорбанк-EHGJ-610,02-10-2004,08:32:42,успешно,нет,0.0
физ. лицо,получение средств,1759.28,наличный,Брест,БелАгропромбанк-CMLI-201,24-02-2021,15:23:24,успешно,нет,0.0
физ. лицо,получение средств,3954.64,безналичный,Витебск,БелАгропромбанк-HPAC-121,16-01-2018,02:33:32,успешно,нет,0.0
физ. лицо,получение средств,279.82,безналичный,Минск,Беларусбанк-GWFD-486,29-11-2002,18:43:57,успешно,нет,0.0
физ. лицо,получение средств,1784.56,безналичный,Гомель,Приорбанк-LXAA-253,01-12-2010,19:05:37,успешно,нет,0.0
физ. лицо,получение средств,2147.72,наличный,Витебск,БелАгропромбанк-JRQB-876,24-07-2021,23:27:32,успешно,нет,0.0
физ. лицо,списание средств,430.75,наличный,Минск,Белинвестбанк-OUPH-655,09-05-2005,14:35:05,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3885.96,безналичный,Могилев,Приорбанк-GFSY-824,12-04-2015,22:44:02,успешно,нет,0.0
физ. лицо,получение средств,666.98,наличный,Брест,МаксБанк-SAOF-405,21-06-2009,06:27:58,успешно,нет,0.0
физ. лицо,списание средств,4323.83,наличный,Гомель,Приорбанк-EJRD-063,17-01-2012,07:04:50,успешно,да,357.06
физ. лицо,получение средств,2844.12,безналичный,Гомель,Беларусбанк-OUZE-950,13-02-2002,14:02:33,успешно,нет,0.0
физ. лицо,списание средств,2232.19,наличный,Могилев,Беларусбанк-ODAX-559,13-01-2002,05:44:33,недостаточно средств,нет,0.0
физ. лицо,получение средств,3776.75,безналичный,Минск,Беларусбанк-FYQR-821,31-03-2002,20:44:58,успешно,нет,0.0
физ. лицо,получение средств,2325.49,наличный,Брест,БелАгропромбанк-ZGKS-707,30-07-2006,02:14:07,успешно,нет,0.0
физ. лицо,списание средств,4891.42,наличный,Могилев,БелАгропромбанк-GGVK-947,02-02-2020,08:59:02,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4260.28,наличный,Витебск,Белинвестбанк-HSJY-836,05-10-2004,07:02:24,недостаточно средств,нет,0.0
физ. лицо,списание средств,1220.19,безналичный,Могилев,Белинвестбанк-JYJT-595,22-03-2009,20:16:43,недостаточно средств,да,46.18
физ. лицо,списание средств,1512.63,наличный,Могилев,Белинвестбанк-EWDJ-471,11-08-2002,00:39:15,недостаточно средств,нет,0.0
физ. лицо,списание средств,3007.22,наличный,Витебск,Беларусбанк-GGIF-398,18-01-2018,14:23:56,неправильный ввод пин-кода,да,155.37
физ. лицо,списание средств,3777.68,безналичный,Брест,БелАгропромбанк-AJCH-010,06-01-2018,06:51:47,успешно,да,99.63
физ. лицо,списание средств,1264.59,безналичный,Минск,Приорбанк-BBYC-812,05-04-2012,06:27:08,успешно,да,122.25
физ. лицо,получение средств,2132.88,безналичный,Гомель,Беларусбанк-FSSG-013,07-02-2005,01:41:41,успешно,нет,0.0
физ. лицо,списание средств,1480.79,наличный,Брест,МаксБанк-GOQI-968,25-05-2009,13:32:46,недостаточно средств,да,57.15
физ. лицо,списание средств,869.57,наличный,Гродно,Белинвестбанк-ACWP-741,08-05-2002,22:22:14,недостаточно средств,нет,0.0
физ. лицо,получение средств,1362.66,наличный,Брест,Белинвестбанк-QYET-679,01-10-2013,13:16:10,успешно,нет,0.0
физ. лицо,получение средств,3388.35,безналичный,Витебск,БелАгропромбанк-EATV-711,14-09-2015,08:03:04,успешно,нет,0.0
физ. лицо,списание средств,4405.42,безналичный,Могилев,БелАгропромбанк-NSZD-266,14-07-2005,21:18:33,неправильный ввод пин-кода,да,317.17
физ. лицо,получение средств,4397.42,наличный,Могилев,Беларусбанк-PPFE-373,01-11-2018,17:49:09,успешно,нет,0.0
физ. лицо,списание средств,1120.41,безналичный,Витебск,Беларусбанк-WSHC-489,26-12-2022,06:01:52,недостаточно средств,да,57.33
физ. лицо,списание средств,938.65,безналичный,Минск,Беларусбанк-OIMN-203,17-10-2013,10:12:12,успешно,да,88.53
физ. лицо,списание средств,2685.6,безналичный,Могилев,Приорбанк-IKBS-187,03-07-2019,23:29:22,неправильный ввод пин-кода,да,174.15
физ. лицо,получение средств,120.49,наличный,Брест,Белинвестбанк-XIMR-818,24-10-2012,09:36:35,успешно,нет,0.0
физ. лицо,получение средств,3731.59,наличный,Витебск,БелАгропромбанк-XDUA-879,04-11-2004,02:33:35,успешно,нет,0.0
физ. лицо,получение средств,1589.96,наличный,Минск,МаксБанк-JPDE-405,14-03-2009,14:17:02,успешно,нет,0.0
физ. лицо,списание средств,1334.62,наличный,Могилев,Беларусбанк-WTJB-860,28-05-2022,06:38:12,неправильный ввод пин-кода,да,124.89
физ. лицо,списание средств,2297.72,наличный,Могилев,МаксБанк-NSBI-847,01-08-2016,10:11:03,успешно,да,37.59
физ. лицо,получение средств,1438.92,наличный,Витебск,Белинвестбанк-NKXR-365,05-10-2022,02:26:38,успешно,нет,0.0
физ. лицо,списание средств,3582.3,безналичный,Гомель,БелАгропромбанк-DJDS-478,31-10-2000,08:21:06,неправильный ввод пин-кода,да,324.23
физ. лицо,списание средств,957.37,безналичный,Гомель,Белинвестбанк-KVSR-739,01-12-2003,00:25:08,недостаточно средств,нет,0.0
физ. лицо,получение средств,4316.26,безналичный,Гродно,Приорбанк-AESY-347,22-10-2000,10:03:58,успешно,нет,0.0
физ. лицо,списание средств,1974.2,безналичный,Витебск,Белинвестбанк-UHHL-343,09-10-2022,04:06:17,успешно,нет,0.0
физ. лицо,списание средств,1637.27,безналичный,Гродно,Приорбанк-BPNB-539,19-10-2008,17:41:19,недостаточно средств,нет,0.0
физ. лицо,получение средств,4846.38,наличный,Гродно,БелАгропромбанк-TGEJ-888,05-05-2008,07:29:08,успешно,нет,0.0
физ. лицо,получение средств,1489.2,безналичный,Гродно,Белинвестбанк-PDUI-981,23-09-2003,15:00:42,успешно,нет,0.0
физ. лицо,получение средств,4628.77,наличный,Минск,МаксБанк-MZHU-262,08-06-2019,02:13:00,успешно,нет,0.0
физ. лицо,списание средств,4395.93,безналичный,Витебск,БелАгропромбанк-WJYG-604,13-07-2003,04:59:00,неправильный ввод пин-кода,да,112.45
физ. лицо,списание средств,837.18,наличный,Могилев,Белинвестбанк-PTRT-699,17-09-2015,12:27:48,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,735.64,наличный,Гродно,Белинвестбанк-NAQC-825,04-08-2010,18:34:01,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,984.24,наличный,Минск,БелАгропромбанк-GYVU-902,09-06-2014,11:32:00,недостаточно средств,да,12.77
физ. лицо,получение средств,2372.19,наличный,Могилев,Белинвестбанк-LJFT-124,11-10-2014,20:58:15,успешно,нет,0.0
физ. лицо,получение средств,3691.88,наличный,Гродно,Приорбанк-THKV-547,01-02-2010,06:47:04,успешно,нет,0.0
физ. лицо,списание средств,4221.1,безналичный,Брест,Приорбанк-TOTX-584,05-03-2023,17:36:05,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3313.93,наличный,Минск,Белинвестбанк-URSG-546,05-08-2002,15:24:11,успешно,нет,0.0
физ. лицо,получение средств,3873.98,наличный,Гродно,Белинвестбанк-OCGQ-744,11-03-2000,20:29:14,успешно,нет,0.0
физ. лицо,списание средств,4261.58,безналичный,Минск,Белинвестбанк-RMRU-647,11-02-2016,10:25:25,недостаточно средств,да,99.94
физ. лицо,получение средств,2831.34,наличный,Гомель,Белинвестбанк-BRTZ-927,03-11-2005,23:36:07,успешно,нет,0.0
физ. лицо,списание средств,4263.17,безналичный,Гомель,Белинвестбанк-IMRY-901,25-05-2017,07:24:30,неправильный ввод пин-кода,да,286.39
физ. лицо,получение средств,2037.02,наличный,Гродно,Приорбанк-XSOK-192,26-03-2001,08:06:33,успешно,нет,0.0
физ. лицо,списание средств,2271.35,наличный,Минск,Белинвестбанк-YMCZ-836,25-12-2015,23:41:39,недостаточно средств,да,146.41
физ. лицо,списание средств,744.67,наличный,Витебск,Приорбанк-RVAJ-302,22-02-2014,16:26:52,неправильный ввод пин-кода,да,16.85
физ. лицо,списание средств,3938.44,наличный,Минск,Беларусбанк-PBOD-661,06-10-2016,19:40:27,успешно,нет,0.0
физ. лицо,получение средств,2320.86,наличный,Витебск,МаксБанк-DARG-931,21-01-2002,12:37:43,успешно,нет,0.0
физ. лицо,получение средств,3923.23,наличный,Минск,Беларусбанк-HTWA-925,22-05-2014,19:07:24,успешно,нет,0.0
физ. лицо,получение средств,518.65,наличный,Гродно,Приорбанк-GRSX-487,28-02-2021,23:53:50,успешно,нет,0.0
физ. лицо,получение средств,4136.34,безналичный,Витебск,Белинвестбанк-OYTW-354,25-12-2022,00:09:27,успешно,нет,0.0
физ. лицо,получение средств,4357.33,наличный,Гродно,Белинвестбанк-BATQ-121,23-04-2024,20:36:02,успешно,нет,0.0
физ. лицо,получение средств,2789.4,безналичный,Брест,Белинвестбанк-DXPO-653,30-01-2018,08:50:48,успешно,нет,0.0
